지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2010-03-05 7:00,4.4,0,,9,1.4,0,320,0,86,0,7.2,2.2,1006.8,0,1017.4,0,0,0,0,,,10,7,ScAs,10,1000,,2,4.3,0,4.7,4.8,5,5.2
108,서울,2010-03-05 8:00,5.3,0,,9,1.2,0,20,0,84,0,7.5,2.8,1006.4,0,1017,0,0,0,0.06,,,10,7,ScAs,10,1400,,,4.8,0,4.7,4.8,5,5.2
108,서울,2010-03-05 9:00,5.5,0,0,0,1.9,0,340,0,76,0,6.8,1.5,1007.4,0,1018,0,0,0,0.17,,,9,9,Sc,10,1200,1,,5.6,0,5,4.9,5,5.2
108,서울,2010-03-05 10:00,6,0,,9,2.4,0,320,0,75,0,7,1.8,1007.8,0,1018.3,0,0,0,0.54,,,8,8,Sc,10,1300,,,8.2,0,5.6,5.1,5,5.2
108,서울,2010-03-05 11:00,7.2,0,,9,2.2,0,290,0,69,0,7,1.8,1008,0,1018.5,0,0.3,0,1.42,,,3,3,Sc,10,1300,,,13.8,0,6.8,5.7,5.2,5.2
108,서울,2010-03-05 12:00,8.7,0,,9,1.9,0,290,0,59,0,6.6,1.1,1007.9,0,1018.3,0,1,0,2.17,,,6,3,ScCi,10,1200,,,17,0,8.4,7.1,5.5,5.2
108,서울,2010-03-05 13:00,8.9,0,,9,3.3,0,290,0,61,0,6.9,1.7,1007.9,0,1018.3,0,0.2,0,1.54,,,6,3,ScCi,10,1200,,,15.6,0,9.7,8.2,6.2,5.3
108,서울,2010-03-05 14:00,9.5,0,,9,2.6,0,270,0,55,0,6.5,0.8,1007.1,0,1017.5,0,0.7,0,1.87,,,7,4,ScCi,10,1400,,,16.9,0,10.9,9,6.8,5.4
108,서울,2010-03-05 15:00,8.6,0,,9,2.8,0,320,0,58,0,6.4,0.7,1006.8,0,1017.2,0,0,0,1,,,10,5,ScAs,10,1400,1,,12.7,0,10.8,9.4,7.3,5.6
108,서울,2010-03-05 16:00,8.3,0,,9,2.8,0,320,0,54,0,5.9,-0.4,1007.1,0,1017.5,0,0,0,0.37,,,10,6,ScAs,10,1500,,,10,0,9.7,9,7.5,5.8
108,서울,2010-03-05 17:00,7.9,0,,9,3.8,0,290,0,57,0,6.1,-0.1,1007.7,0,1018.2,0,0,0,0.21,,,10,6,ScAs,10,1500,,,8.6,0,8.9,8.5,7.6,6
108,서울,2010-03-05 18:00,7.7,0,,9,2.8,0,340,0,54,0,5.7,-1,1007.8,0,1018.3,0,0,0,0.07,,,10,4,ScAs,10,1200,,,7.5,0,8.1,7.9,7.5,6.2
108,서울,2010-03-05 19:00,7.2,0,,9,4,0,340,0,51,0,5.2,-2.2,1007.8,0,1018.3,0,0,0,0,,,,,,,,,,6.4,0,7.4,7.5,7.3,6.3
108,서울,2010-03-05 20:00,6.9,0,,9,2.9,0,340,0,55,0,5.5,-1.5,1007.7,0,1018.2,0,,9,,,,,,,,,,,5.9,0,6.9,7,7.1,6.3
108,서울,2010-03-05 21:00,6.5,0,,9,3.6,0,290,0,61,0,5.9,-0.4,1009.4,0,1019.9,0,,9,,,,10,5,ScAs,10,800,1,40,5.6,0,6.5,6.7,6.9,6.4
108,서울,2010-03-05 22:00,6,0,,9,2.7,0,320,0,66,0,6.2,0.1,1009.7,0,1020.3,0,,9,,,,,,,,,,40,5.2,0,6.2,6.4,6.7,6.4
108,서울,2010-03-05 23:00,5.4,0,,9,1.8,0,340,0,70,0,6.2,0.3,1009.6,0,1020.2,0,,9,,,,,,,,,,40,4.8,0,5.8,6.1,6.6,6.3
108,서울,2010-03-06 0:00,4.8,0,,9,3.4,0,320,0,72,0,6.2,0.1,1009.5,0,1020.1,0,,9,,,,10,4,ScAs,10,800,,40,4.5,0,5.5,5.9,6.4,6.3
108,서울,2010-03-06 1:00,4.3,0,,,3.6,0,320,0,74,0,6.1,0,1010,0,1020.6,0,,9,,,,,,,,,,40,4.2,0,5.2,5.7,6.2,6.2
108,서울,2010-03-06 2:00,4.3,0,,,2.2,0,320,0,73,0,6.1,-0.1,1010.3,0,1020.9,0,,9,,,,,,,,,,40,4,0,5,5.5,6.1,6.2
108,서울,2010-03-06 3:00,4,0,,,2.9,0,290,0,73,0,5.9,-0.4,1010.4,0,1021,0,,9,,,,10,4,ScAs,10,700,1,40,3.7,0,4.8,5.3,5.9,6.1
108,서울,2010-03-06 4:00,4,0,,,0.9,0,340,0,68,0,5.6,-1.3,1009.8,0,1020.4,0,,9,,,,10,4,ScAs,10,700,,40,3.4,0,4.6,5.1,5.7,6
108,서울,2010-03-06 5:00,3.3,0,,,2.8,0,320,0,64,0,5,-2.8,1010.6,0,1021.3,0,,9,,,,10,4,ScAs,10,800,,40,3.1,0,4.3,5,5.6,6
108,서울,2010-03-06 6:00,2.7,0,,,2.9,0,320,0,62,0,4.6,-3.8,1010.9,0,1021.6,0,,9,,,,4,4,Sc,10,900,,40,2.1,0,4,4.7,5.5,5.9
108,서울,2010-03-06 7:00,2.3,0,,,1,0,20,0,67,0,4.8,-3.2,1010.8,0,1021.5,0,0,0,0,,,3,3,Sc,10,900,,40,1.4,0,3.3,4.4,5.3,5.7
108,서울,2010-03-06 8:00,2.2,0,,,0.9,0,340,0,67,0,4.8,-3.3,1011,0,1021.7,0,0.2,0,0.15,,,0,0,,,1000,,40,1.5,0,3,4.1,5.1,5.7
108,서울,2010-03-06 9:00,2.9,0,,,1.9,0,290,0,64,0,4.8,-3.2,1011.7,0,1022.4,0,1,0,0.73,,,1,0,Ci,,800,1,40,3.7,0,3.2,4,5,5.7
108,서울,2010-03-06 10:00,5.2,0,,,1,0,50,0,56,0,5,-2.8,1011,0,1021.6,0,1,0,1.36,,,3,0,Ci,,700,,40,9.3,0,4.1,4.3,5,5.6
108,서울,2010-03-06 11:00,7.3,0,,,1.1,0,90,0,50,0,5.1,-2.4,1011.8,0,1022.3,0,0.8,0,1.66,,,8,0,CcCi,,700,,40,12.2,0,5.6,5.2,5.2,5.5
108,서울,2010-03-06 12:00,8.9,0,,,2.1,0,90,0,49,0,5.6,-1.2,1011.8,0,1022.2,0,0.9,0,2.08,,,5,0,Ci,,700,,40,15.9,0,7.9,6.7,5.6,5.5
108,서울,2010-03-06 13:00,9.1,0,,,2,0,110,0,49,0,5.7,-1,1011.5,0,1021.9,0,0.1,0,1.66,,,9,1,ScCi,15,900,,40,15.6,0,9.4,8,6.2,5.5
108,서울,2010-03-06 14:00,9.6,0,,,1.3,0,140,0,48,0,5.8,-0.8,1010.6,0,1021,0,0,0,1.25,,,9,2,ScCi,15,900,,40,14,0,10.4,8.7,6.8,5.6
108,서울,2010-03-06 15:00,10.2,0,,,2.2,0,50,0,45,0,5.6,-1.2,1010.2,0,1020.6,0,0,0,1.16,,,9,3,ScCi,15,900,1,40,13.9,0,10.9,9.2,7.2,5.8
108,서울,2010-03-06 16:00,10.6,0,,,0.9,0,90,0,42,0,5.4,-1.8,1010.3,0,1020.7,0,0,0,0.88,,,9,3,ScCi,15,1000,,40,13,0,10.9,9.3,7.5,6
108,서울,2010-03-06 17:00,10,0,,,0.6,0,110,0,45,0,5.5,-1.4,1010.4,0,1020.8,0,0,0,0.41,,,9,7,ScCi,13,1000,,,10.6,0,10.5,9.2,7.8,6.2
108,서울,2010-03-06 18:00,9.1,0,,,2.5,0,90,0,45,0,5.2,-2.2,1011,0,1021.4,0,0,0,0.15,,,10,5,ScAs,13,1600,,,8.8,0,9.4,8.8,7.8,6.4
108,서울,2010-03-06 19:00,7.8,0,,,4.3,0,70,0,47,0,5,-2.8,1011.7,0,1022.2,0,0,0,0.01,,,,,,,,,,7.2,0,8.5,8.2,7.8,6.6
108,서울,2010-03-06 20:00,6.6,0,,,3.1,0,70,0,50,0,4.9,-3.1,1012.1,0,1022.7,0,,9,,,,,,,,,,,5.8,0,7.5,7.6,7.6,6.6
108,서울,2010-03-06 21:00,5.7,0,,,4,0,70,0,51,0,4.7,-3.6,1012.9,0,1023.5,0,,9,,,,9,5,ScCi,13,2000,1,,5,0,6.8,7.1,7.4,6.7
108,서울,2010-03-06 22:00,5.1,0,,,3.3,0,70,0,52,0,4.6,-3.9,1013.7,0,1024.4,0,,9,,,,,,,,,,,4.7,0,6.2,6.6,7.1,6.7
108,서울,2010-03-06 23:00,4.7,0,,,2.9,0,70,0,52,0,4.4,-4.3,1014.8,0,1025.5,0,,9,,,,,,,,,,,4.5,0,5.8,6.3,6.9,6.6
108,서울,2010-03-07 0:00,4.3,0,,,3.5,0,70,0,54,0,4.5,-4.2,1015.3,0,1026,0,,9,,,,9,9,Sc,12,2500,,,4.1,0,5.5,6,6.6,6.6
108,서울,2010-03-07 1:00,4,0,,,3.5,0,90,0,56,0,4.5,-4,1015.3,0,1026,0,,9,,,,,,,,,,,3.8,0,5.2,5.7,6.4,6.6
108,서울,2010-03-07 2:00,3.4,0,,,4,0,70,0,58,0,4.5,-4,1015.2,0,1025.9,0,,9,,,,,,,,,,,3,0,4.8,5.5,6.2,6.5
108,서울,2010-03-07 3:00,3.1,0,,,4.2,0,70,0,59,0,4.5,-4.1,1014.9,0,1025.6,0,,9,,,,9,9,Sc,12,2000,1,,2.7,0,4.4,5.2,6,6.4
108,서울,2010-03-07 4:00,2.9,0,,,4,0,70,0,60,0,4.5,-4.1,1014.3,0,1025,0,,9,,,,9,9,Sc,12,2200,,,2.2,0,4.1,4.9,5.8,6.3
108,서울,2010-03-07 5:00,2.7,0,,,3.9,0,70,0,60,0,4.4,-4.3,1014.5,0,1025.2,0,,9,,,,9,9,Sc,12,2200,,,2,0,3.8,4.7,5.6,6.2
108,서울,2010-03-07 6:00,2.7,0,,,3.9,0,70,0,61,0,4.5,-4,1014.8,0,1025.5,0,,9,,,,9,9,Sc,12,2200,,,2.1,0,3.6,4.5,5.4,6.1
108,서울,2010-03-07 7:00,2.6,0,,,3.9,0,70,0,61,0,4.5,-4.1,1015,0,1025.8,0,0,0,0,,,9,9,Sc,12,2500,,,2,0,3.5,4.3,5.3,6
108,서울,2010-03-07 8:00,2.7,0,,,3.7,0,70,0,60,0,4.4,-4.3,1015.9,0,1026.7,0,0,0,0.1,,,7,7,Sc,12,2300,,,2.4,0,3.5,4.2,5.2,5.9
108,서울,2010-03-07 9:00,3.9,0,,,3,0,70,0,54,0,4.4,-4.5,1016.8,0,1027.5,0,0.4,0,0.69,,,6,4,ScCi,12,2300,1,,5.1,0,4,4.3,5.1,5.8
108,서울,2010-03-07 10:00,5.2,0,,,3.1,0,90,0,51,0,4.5,-4.1,1016.4,0,1027.1,0,1,0,1.47,,,6,3,ScCi,12,2300,,,9.2,0,5.1,4.9,5.2,5.8
108,서울,2010-03-07 11:00,6.6,0,,,2.7,0,110,0,46,0,4.5,-4.2,1016.5,0,1027.1,0,1,0,1.85,,,4,2,ScCi,12,2300,,,14.1,0,6,5.6,5.4,5.7
108,서울,2010-03-07 12:00,7.2,0,,,2.6,0,90,0,44,0,4.5,-4.2,1016.4,0,1027,0,0.7,0,2.25,,,8,8,Sc,12,2300,,,15.9,0,8.1,7.1,5.9,5.7
108,서울,2010-03-07 13:00,7.1,0,,,2.6,0,70,0,43,0,4.3,-4.6,1015.6,0,1026.2,0,0.1,0,1.62,,,9,9,Sc,12,2300,,,13.9,0,9.6,8.2,6.5,5.7
108,서울,2010-03-07 14:00,7.2,0,,,2,0,90,0,42,0,4.3,-4.8,1015.6,0,1026.2,0,0,0,0.94,,,9,9,Sc,12,2000,,,12.9,0,9.6,8.5,7,5.9
108,서울,2010-03-07 15:00,7.1,0,,,2.1,0,70,0,42,0,4.2,-4.9,1015.3,0,1025.9,0,0,0,0.85,,,9,9,Sc,12,2000,1,,11.5,0,9.6,8.6,7.3,6
108,서울,2010-03-07 16:00,7.3,0,,,2.8,0,70,0,41,0,4.2,-5.1,1014.9,0,1025.5,0,0,0,0.74,,,9,9,Sc,12,2000,,,10.7,0,9.6,8.5,7.4,6.2
108,서울,2010-03-07 17:00,7,0,,,2.5,0,90,0,41,0,4.1,-5.3,1014.9,0,1025.5,0,0,0,0.45,,,7,7,Sc,12,2000,,,9.2,0,9.1,8.3,7.5,6.4
108,서울,2010-03-07 18:00,6.7,0,,,2.3,0,70,0,40,0,3.9,-5.9,1015.6,0,1026.2,0,0,0,0.22,,,8,8,Sc,12,2000,,,7.3,0,8.3,7.9,7.5,6.5
108,서울,2010-03-07 19:00,6.2,0,,,2.7,0,70,0,41,0,3.9,-6.1,1016.3,0,1026.9,0,0,0,0,,,,,,,,,,5.8,0,7.3,7.4,7.4,6.6
108,서울,2010-03-07 20:00,5.7,0,,,3.5,0,70,0,44,0,4,-5.6,1017.1,0,1027.8,0,,9,,,,,,,,,,,4.9,0,6.6,6.9,7.2,6.7
108,서울,2010-03-07 21:00,5,0,,,3.9,0,70,0,45,0,3.9,-5.9,1017.7,0,1028.4,0,,9,,,,5,5,Sc,12,2000,1,,3.6,0,5.8,6.4,7,6.7
108,서울,2010-03-07 22:00,4.1,0,,,3.9,0,70,0,48,0,3.9,-5.9,1018.6,0,1029.3,0,,9,,,,,,,,,,,2.9,0,5,5.9,6.7,6.6
108,서울,2010-03-07 23:00,3.6,0,,,3.9,0,70,0,48,0,3.8,-6.4,1019.2,0,1029.9,0,,9,,,,,,,,,,,2.6,0,4.6,5.5,6.4,6.6
108,서울,2010-03-08 0:00,3.2,0,,,3.7,0,70,0,49,0,3.8,-6.5,1019.9,0,1030.7,0,,9,,,,8,8,Sc,12,2000,,,2.4,0,4.3,5.1,6.2,6.5
108,서울,2010-03-08 1:00,2.9,0,,,3,0,90,0,50,0,3.8,-6.5,1020.8,0,1031.6,0,,9,,,,,,,,,,,2.1,0,4,4.9,5.9,6.4
108,서울,2010-03-08 2:00,2.3,0,,,3.4,0,70,0,52,0,3.8,-6.5,1021.4,0,1032.2,0,,9,,,,,,,,,,,1.5,0,3.6,4.6,5.7,6.3
108,서울,2010-03-08 3:00,1.8,0,,,2.3,0,90,0,55,0,3.8,-6.2,1021.2,0,1032.1,0,,9,,,,2,2,Sc,12,2000,1,,0.4,0,3.1,4.3,5.5,6.2
108,서울,2010-03-08 4:00,1.4,0,,,3,0,70,0,57,0,3.8,-6.2,1020.4,0,1031.3,0,,9,,,,2,2,Sc,12,2000,,,-0.1,0,2.4,3.9,5.2,6.1
108,서울,2010-03-08 5:00,1.1,0,,,3,0,70,0,59,0,3.9,-6,1020.4,0,1031.3,0,,9,,,,2,2,Sc,12,2000,,,-0.4,0,2,3.6,5.1,6
108,서울,2010-03-08 6:00,1.2,0,,,3.1,0,70,0,58,0,3.9,-6.1,1020.3,0,1031.2,0,,9,,,,3,3,Sc,12,2000,,,-0.4,0,1.8,3.3,4.7,5.8
108,서울,2010-03-08 7:00,1.1,0,,,3.5,0,70,0,60,0,4,-5.8,1020.5,0,1031.4,0,0,0,0,,,1,1,Sc,12,2000,,,-0.9,0,1.5,3,4.5,5.7
108,서울,2010-03-08 8:00,1.9,0,,,2.9,0,70,0,56,0,3.9,-5.9,1022.4,0,1033.3,0,0.7,0,0.23,,,2,0,Ci,,2300,,,0.3,0,1.6,2.9,4.4,5.6
108,서울,2010-03-08 9:00,3.3,0,,,3.6,0,70,0,51,0,4,-5.8,1022.3,0,1033.1,0,1,0,0.79,,,2,0,Ci,,2500,1,,2.3,0,1.9,3,4.2,5.5
108,서울,2010-03-08 10:00,4.8,0,,,3.4,0,90,0,47,0,4.1,-5.5,1021.6,0,1032.3,0,1,0,1.58,,,1,0,Ci,,2500,,,9.2,0,3,3.5,4.3,5.4
108,서울,2010-03-08 11:00,5.9,0,,,3.2,0,70,0,43,0,4,-5.7,1020.7,0,1031.4,0,0.9,0,2.11,,,5,5,Sc,10,2500,,,13.1,0,4.5,4.4,4.6,5.3
108,서울,2010-03-08 12:00,7.7,0,,,1.8,0,140,0,37,0,3.9,-6.1,1020.6,0,1031.2,0,0.8,0,2.46,,,8,8,Sc,10,2500,,,18.9,0,7,6.1,5.1,5.2
108,서울,2010-03-08 13:00,5.9,0,,,3.2,0,90,0,35,0,3.2,-8.4,1020.6,0,1031.3,0,0.1,0,1.08,,,9,9,Sc,10,2500,,,11.6,0,8.2,7.3,5.7,5.3
108,서울,2010-03-08 14:00,6.2,0,,,2.5,0,90,0,36,0,3.4,-7.7,1019.8,0,1030.5,0,0,0,0.99,,,9,9,Sc,10,2500,,,11.6,0,8.5,7.4,6.2,5.4
108,서울,2010-03-08 15:00,6.2,0,,,1.7,0,70,0,35,0,3.3,-8.1,1019.9,0,1030.6,0,0,0,0.76,,,9,9,Sc,10,2300,1,,10,0,8.5,7.5,6.5,5.5
108,서울,2010-03-08 16:00,6.2,0,,,2.4,0,70,0,37,0,3.5,-7.4,1018.7,0,1029.3,0,0,0,0.58,,,10,7,ScAs,10,2300,,,8.6,0,8.3,7.4,6.6,5.7
108,서울,2010-03-08 17:00,5.9,0,,,2.9,0,70,0,39,0,3.6,-7,1018.6,0,1029.3,0,0,0,0.4,,,10,7,ScAs,10,2300,,,7.5,0,7.8,7.2,6.7,5.8
108,서울,2010-03-08 18:00,5.4,0,,,2.8,0,70,0,41,0,3.7,-6.8,1019.2,0,1029.9,0,0,0,0.17,,,10,6,ScAs,10,2300,,,6.1,0,7.1,6.9,6.7,6
108,서울,2010-03-08 19:00,5,0,,,3.1,0,90,0,46,0,4,-5.6,1018.9,0,1029.6,0,0,0,0,,,,,,,,,,4.8,0,6.3,6.4,6.6,6.1
108,서울,2010-03-08 20:00,4.6,0,,,3.3,0,70,0,46,0,3.9,-6,1019,0,1029.7,0,,9,,,,,,,,,,,3.9,0,5.6,6,6.4,6.1
108,서울,2010-03-08 21:00,4.2,0,,,3.4,0,90,0,47,0,3.9,-6.1,1019.1,0,1029.8,0,,9,,,,5,5,Sc,10,2000,1,,2.9,0,4.9,5.5,6.2,6.1
108,서울,2010-03-08 22:00,4,0,,,3.6,0,90,0,51,0,4.2,-5.2,1019.4,0,1030.1,0,,9,,,,,,,,,,,2.9,0,4.4,5.2,6,6.1
108,서울,2010-03-08 23:00,3.7,0,,,2.8,0,90,0,52,0,4.2,-5.2,1019.7,0,1030.4,0,,9,,,,,,,,,,,2.3,0,4.2,4.9,5.7,6.1
108,서울,2010-03-09 0:00,3,0,,,3.6,0,70,0,50,0,3.8,-6.4,1019.5,0,1030.3,0,,9,,,,8,4,ScCi,10,2000,,,2.1,0,3.9,4.6,5.5,6
108,서울,2010-03-09 1:00,2.6,0,,,2.7,0,70,0,51,0,3.8,-6.5,1019.3,0,1030.1,0,,9,,,,,,,,,,,1.9,0,3.6,4.4,5.4,5.9
108,서울,2010-03-09 2:00,2.4,0,,,3.1,0,70,0,52,0,3.8,-6.4,1018.6,0,1029.4,0,,9,,,,,,,,,,,1.7,0,3.3,4.2,5.2,5.8
108,서울,2010-03-09 3:00,2.2,0,,,3.5,0,70,0,52,0,3.7,-6.6,1018,0,1028.8,0,,9,,,,10,6,ScAs,10,2000,1,,1.6,0,3.1,4,5,5.7
108,서울,2010-03-09 4:00,1.9,0,,,3.3,0,70,0,54,0,3.8,-6.4,1017,0,1027.8,0,,9,,,,10,6,ScAs,10,2000,,,1.1,0,2.9,3.8,4.9,5.6
108,서울,2010-03-09 5:00,1.6,0,,,2.7,0,70,0,56,0,3.8,-6.2,1016.7,0,1027.5,0,,9,,,,10,6,ScAs,10,2000,,,0.7,0,2.6,3.6,4.7,5.6
108,서울,2010-03-09 6:00,1.3,0,,,2.9,0,70,0,58,0,3.9,-6,1016.5,0,1027.3,0,,9,,,,5,5,Sc,10,2200,,,0,0,2.2,3.4,4.5,5.5
108,서울,2010-03-09 7:00,1.2,0,,,2.2,0,90,0,59,0,3.9,-5.9,1016,0,1026.8,0,0,0,0,,,4,4,Sc,10,2300,,,0.3,0,1.8,3.2,4.4,5.4
108,서울,2010-03-09 8:00,1.7,0,,,2,0,90,0,58,0,4,-5.6,1016.6,0,1027.4,0,0,0,0.16,,,9,1,ScCi,10,2500,,,0.7,0,1.8,3,4.2,5.3
108,서울,2010-03-09 9:00,2.3,0,0,0,2.4,0,70,0,55,0,4,-5.8,1016.9,0,1027.7,0,0,0,0.34,,,9,7,ScCi,10,2500,1,5,3,0,2.6,3.2,4.1,5.2
108,서울,2010-03-09 10:00,3.7,0,,9,2.6,0,70,0,51,0,4.1,-5.5,1015.9,0,1026.6,0,0,0,1.04,,,3,3,Sc,10,2000,,5,7.2,0,3.8,3.7,4.1,5.2
108,서울,2010-03-09 11:00,4.9,0,,9,1.9,0,90,0,45,0,3.9,-6,1014.4,0,1025.1,0,0.6,0,1.48,,,8,2,ScCi,10,2000,,,10.7,0,5.2,4.5,4.4,5.1
108,서울,2010-03-09 12:00,5,0,0,0,1.9,0,110,0,40,0,3.5,-7.5,1013.4,0,1024.1,0,0.5,0,1.69,,,9,3,ScCi,10,2000,,,12.2,0,6.9,5.7,4.8,5.1
108,서울,2010-03-09 13:00,5.3,0,,9,1.2,0,20,0,41,0,3.6,-6.9,1012.2,0,1022.8,0,0,0,1.32,,,10,7,ScAs,10,2000,,,11.3,0,8,6.6,5.3,5.1
108,서울,2010-03-09 14:00,4.9,0,,9,1.6,0,340,0,44,0,3.8,-6.3,1011,0,1021.6,0,0,0,0.81,,,10,7,ScAs,10,1400,,,9.8,0,8,7,5.7,5.2
108,서울,2010-03-09 15:00,3.6,0,0,0,1.4,0,270,0,58,0,4.6,-3.9,1010,0,1020.7,0,0,0,0.29,,,10,7,ScNs,10,1000,1,6,7,0,7.1,6.8,5.9,5.3
108,서울,2010-03-09 16:00,2.9,0,,9,1.7,0,270,0,73,0,5.5,-1.4,1009.3,0,1020,0,0,0,0.33,,,10,7,ScAs,10,1000,,6,6.9,0,6.5,6.4,6,5.4
108,서울,2010-03-09 17:00,2.2,0,,9,2.7,0,320,0,85,0,6.1,0,1008.6,0,1019.3,0,0,0,0.27,,,10,7,StNs,8,600,,1901,5.6,0,6,6.1,6,5.6
108,서울,2010-03-09 18:00,1.8,0,0.3,0,3,0,290,0,90,0,6.2,0.3,1007.9,0,1018.6,0,0,0,0.04,,,10,8,StNs,8,500,,190601,4.1,0,5.2,5.7,5.9,5.6
108,서울,2010-03-09 19:00,1.3,0,,9,1.9,0,320,0,93,0,6.2,0.2,1007.4,0,1018.1,0,0,0,0,,,10,7,StNs,7,200,,190605,2.3,0,4.3,5.2,5.8,5.7
108,서울,2010-03-09 20:00,0.5,0,,9,1.3,0,290,0,96,0,6.1,0,1007,0,1017.8,0,,9,,2.5,,10,8,StNs,7,70,,191605,0.9,0,3.1,4.5,5.5,5.7
108,서울,2010-03-09 21:00,-0.2,0,7.2,0,2.6,0,290,0,96,0,5.8,-0.7,1006.6,0,1017.4,0,,9,,3.7,3.7,10,8,StNs,7,90,17,1605,0.9,0,2.6,4,5.3,5.7
108,서울,2010-03-09 22:00,-2.9,0,,9,5.3,0,290,0,97,0,4.8,-3.3,1006.4,0,1017.3,0,,9,,4.9,,10,8,StNs,7,80,,1605,0.8,0,2.3,3.7,5,5.6
108,서울,2010-03-09 23:00,-3.2,0,,9,4.8,0,290,0,97,0,4.7,-3.6,1006.4,0,1017.3,0,,9,,5.3,,10,8,StNs,7,80,,1605,0.7,0,2.2,3.4,4.7,5.5
108,서울,2010-03-10 0:00,-3.9,0,6.5,0,4.2,0,320,0,96,0,4.4,-4.4,1006.5,0,1017.4,0,,9,,7.6,3.9,10,8,StNs,7,60,,1605,0.7,0,2.1,3.3,4.6,5.5
108,서울,2010-03-10 1:00,-4,0,,9,3.4,0,320,0,96,0,4.4,-4.5,1006.4,0,1017.3,0,,9,,9.8,,10,8,StNs,7,90,,1605,0.7,0,2,3.2,4.4,5.3
108,서울,2010-03-10 2:00,-3.9,0,,9,2.2,0,290,0,96,0,4.4,-4.4,1006.3,0,1017.2,0,,9,,10.5,,10,8,StNs,7,90,,1605,0.7,0,1.9,3.1,4.3,5.2
108,서울,2010-03-10 3:00,-3.9,0,5,0,2.9,0,290,0,96,0,4.4,-4.4,1006,0,1016.9,0,,9,,11.3,4.7,10,8,StNs,7,150,17,191605,0.7,0,2,3,4.2,5.2
108,서울,2010-03-10 4:00,-4,0,,9,3.2,0,290,0,95,0,4.3,-4.6,1005.4,0,1016.3,0,,9,,11.6,,10,8,StNs,7,200,,1905,0.6,0,1.9,3,4.1,5.1
108,서울,2010-03-10 5:00,-3.9,0,,9,2.3,0,290,0,94,0,4.3,-4.7,1005.6,0,1016.5,0,,9,,11.9,,10,8,ScAs,10,500,,1905,0.5,0,1.8,2.9,3.9,4.9
108,서울,2010-03-10 6:00,-3.8,0,1,0,2.4,0,290,0,94,0,4.3,-4.6,1005.9,0,1016.8,0,,9,,11.9,0.6,10,7,ScAs,10,500,,1905,0.6,0,1.8,2.8,3.9,4.9
108,서울,2010-03-10 7:00,-3.8,0,,9,2.3,0,320,0,93,0,4.3,-4.7,1006.5,0,1017.4,0,0,0,0,12.6,,10,8,ScNs,9,300,,1905,0.6,0,1.8,2.8,3.8,4.8
108,서울,2010-03-10 8:00,-3.6,0,,9,2.3,0,290,0,94,0,4.4,-4.4,1007,0,1017.9,0,0,0,0.04,13.5,,10,7,ScAs,10,300,,1905,0.5,0,1.8,2.8,3.7,4.7
108,서울,2010-03-10 9:00,-2.9,0,1.1,0,1.9,0,290,0,90,0,4.4,-4.3,1007.5,0,1018.4,0,0,0,0.22,13.5,2.2,9,9,Sc,10,600,19,1905,0.5,0,1.8,2.7,3.7,4.6
108,서울,2010-03-10 10:00,-2,0,,9,1.7,0,320,0,85,0,4.5,-4.1,1008.3,0,1019.2,0,0.1,0,0.5,13.2,,8,8,Sc,10,800,,1905,0.5,0,1.8,2.7,3.6,4.6
108,서울,2010-03-10 11:00,-1.6,0,,9,2.3,0,290,0,86,0,4.7,-3.6,1008.7,0,1019.6,0,0,0,0.51,12.2,,8,8,Sc,10,1000,,19,0.4,0,1.7,2.6,3.5,4.5
108,서울,2010-03-10 12:00,-0.9,0,0,0,1.9,0,290,0,81,0,4.6,-3.7,1008.8,0,1019.6,0,0,0,0.79,10.7,0,9,9,Sc,10,1000,,,0.5,0,1.6,2.6,3.5,4.5
108,서울,2010-03-10 13:00,-0.8,0,,9,2.2,0,320,0,79,0,4.6,-3.9,1009,0,1019.8,0,0,0,0.73,9.7,,9,9,Sc,10,1000,,,0.5,0,1.6,2.5,3.5,4.4
108,서울,2010-03-10 14:00,0.1,0,,9,2.7,0,270,0,76,0,4.7,-3.6,1008.7,0,1019.5,0,0.3,0,1.2,7.7,,8,8,Sc,10,1100,,,0.4,0,1.6,2.5,3.4,4.4
108,서울,2010-03-10 15:00,0.1,0,,9,2.7,0,320,0,76,0,4.7,-3.6,1008.9,0,1019.7,0,0.3,0,0.95,6.8,,8,8,Sc,10,1100,19,,0.5,0,1.6,2.5,3.4,4.3
108,서울,2010-03-10 16:00,0.4,0,,9,1.7,0,270,0,76,0,4.8,-3.3,1009.2,0,1020,0,0,0,0.45,6.2,,8,8,Sc,10,1100,,,0.4,0,1.5,2.4,3.3,4.3
